player_id,adp,pos_rank,timestamp
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.52248358189323,WR67,1969-11-13
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.68964617551987,WR67,1969-11-14
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.48221031091964,WR67,1969-11-15
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.4871565918027,WR66,1969-11-16
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.4502097349649,WR67,1969-11-17
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.45612025640855,WR66,1969-11-18
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.3901198475335,WR67,1969-11-19
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.5481641443448,WR66,1969-11-20
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.3924358231871,WR68,1969-11-21
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.38770570756876,WR66,1969-11-22
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.60050002251896,WR67,1969-11-23
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.6308293319856,WR67,1969-11-24
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.4769156759849,WR66,1969-11-25
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.4252332380119,WR67,1969-11-26
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.54842217257837,WR66,1969-11-27
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.54600914794716,WR67,1969-11-28
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.49372641212338,WR66,1969-11-29
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.53133263621962,WR68,1969-11-30
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.37117184822256,WR66,1969-12-01
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.34745131413416,WR67,1969-12-02
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.62736892117084,WR66,1969-12-03
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.56072206994395,WR67,1969-12-04
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.51993192040993,WR66,1969-12-05
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.38271666089508,WR68,1969-12-06
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.35002538819694,WR68,1969-12-07
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.3756872302739,WR68,1969-12-08
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.51503325128837,WR68,1969-12-09
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.60332661230376,WR67,1969-12-10
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.66366557778045,WR68,1969-12-11
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.58324417539964,WR66,1969-12-12
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.3231632958302,WR67,1969-12-13
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.5233279436972,WR67,1969-12-14
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.44555052319922,WR68,1969-12-15
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.57427433306574,WR67,1969-12-16
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.4807395766283,WR66,1969-12-17
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.611998829487,WR66,1969-12-18
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.40045541923706,WR67,1969-12-19
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.43014836641203,WR67,1969-12-20
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.25549530679783,WR67,1969-12-21
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.4216206900373,WR68,1969-12-22
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.5208023529312,WR67,1969-12-23
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.4812955583477,WR67,1969-12-24
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.39802475812428,WR68,1969-12-25
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.43584717124548,WR66,1969-12-26
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.33970211678258,WR67,1969-12-27
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.29951442859615,WR68,1969-12-28
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.5339377659961,WR67,1969-12-29
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.52770268389745,WR68,1969-12-30
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.37850761416732,WR66,1969-12-31
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.5,WR67,1970-01-01
0169a966-cf5f-4e6e-8b03-1583650fd6ae,149.3572919693911,WR66,1970-01-01
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.7554133235298,WR33,1969-11-13
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.91121060526481,WR33,1969-11-14
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.60613910397182,WR31,1969-11-15
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.86136966666205,WR31,1969-11-16
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.65694421121138,WR33,1969-11-17
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.74233277606401,WR32,1969-11-18
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.799590775343326,WR33,1969-11-19
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.81242281256288,WR31,1969-11-20
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.69036763676016,WR32,1969-11-21
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.74558082312535,WR33,1969-11-22
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.54084932759887,WR32,1969-11-23
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.581660406242726,WR33,1969-11-24
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.63599468330425,WR33,1969-11-25
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.764184187387535,WR31,1969-11-26
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.78890250983747,WR33,1969-11-27
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.622781691420855,WR31,1969-11-28
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.76965923515732,WR31,1969-11-29
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.828861422023465,WR32,1969-11-30
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.7265706872023,WR32,1969-12-01
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.55867179723882,WR32,1969-12-02
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.692141558913235,WR32,1969-12-03
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.81600159376112,WR33,1969-12-04
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.62106391896113,WR31,1969-12-05
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.81670304095512,WR33,1969-12-06
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.45135022946956,WR31,1969-12-07
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.67274758233372,WR32,1969-12-08
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.81642769659389,WR31,1969-12-09
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.78101805128098,WR31,1969-12-10
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.87436090304944,WR33,1969-12-11
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.80107021636856,WR32,1969-12-12
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.7452982132618,WR33,1969-12-13
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.65268576886551,WR32,1969-12-14
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.73356581156054,WR32,1969-12-15
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.74331236086548,WR31,1969-12-16
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.5733379336767,WR32,1969-12-17
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.71819642754184,WR32,1969-12-18
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.757226879790515,WR33,1969-12-19
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.65033975002868,WR31,1969-12-20
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.76762787936714,WR33,1969-12-21
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.58345039159605,WR32,1969-12-22
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.693365147850415,WR31,1969-12-23
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.556247219424414,WR33,1969-12-24
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.75648910104296,WR31,1969-12-25
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.85859411930349,WR33,1969-12-26
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.7843053990748,WR31,1969-12-27
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.67056219524394,WR33,1969-12-28
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.71319486659279,WR33,1969-12-29
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.669722812659955,WR33,1969-12-30
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.85050944331978,WR33,1969-12-31
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.7,WR32,1970-01-01
01ed7bc6-254e-4cc1-92f4-f2ba86746625,52.56859389530443,WR32,1970-01-01
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.5466304931546,WR56,1969-11-13
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.4617838225249,WR54,1969-11-14
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.52176196651025,WR54,1969-11-15
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.66323979251533,WR55,1969-11-16
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.50361970917234,WR55,1969-11-17
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.54272606985901,WR55,1969-11-18
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.79483447739867,WR54,1969-11-19
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.58530927911079,WR55,1969-11-20
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.61814807313665,WR55,1969-11-21
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.6754697426397,WR55,1969-11-22
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.49569214017923,WR54,1969-11-23
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.6326748929196,WR56,1969-11-24
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.5894281923943,WR54,1969-11-25
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.71318162258436,WR55,1969-11-26
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.55510564561791,WR56,1969-11-27
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.46930665053905,WR55,1969-11-28
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.53770373240476,WR54,1969-11-29
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.51399421683493,WR54,1969-11-30
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.5429678698231,WR56,1969-12-01
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.72047291587874,WR54,1969-12-02
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.4377344776936,WR56,1969-12-03
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.48511305009771,WR54,1969-12-04
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.65336877260161,WR55,1969-12-05
021635a5-9e24-419c-afe0-4db7f5e2cc2d,115.42286170870024,WR54,1969-12-06
